plasma-nm 5.26.4-1
plasma-pa 5.26.4-1
plasma-simplemenu 1.0.12-1
plasma-systemmonitor 5.26.4-1
plasma-workspace 5.26.4.1-1
plasma-workspace-wallpapers 5.26.4-1
plasma5-themes-breath 21.3.0-4
plasma5-themes-breath-migration 21.3.0-4
polkit 122-1
polkit-kde-agent 5.26.4-1
polkit-qt5 0.114.0-1
poppler 22.11.0-1
poppler-data 0.4.11-3
poppler-glib 22.11.0-1
poppler-qt5 22.11.0-1
popt 1.19-1
portaudio 1:19.7.0-1
potrace 1.16-2
powerdevil 5.26.4-1
powertop 2.15-1
ppp 2.4.9-3
pptpclient 1.10.0-2
print-manager 22.08.3-1
prison 5.100.0-1
procps-ng 3.3.17-1
protobuf 21.10-1
protobuf-c 1.4.1-1
psmisc 23.5-1
pulseaudio 16.1-3
pulseaudio-alsa 1:1.2.7.1-1
pulseaudio-bluetooth 16.1-3
pulseaudio-ctl 1.70-1
pulseaudio-qt 1.3-1
pulseaudio-zeroconf 16.1-3
purpose 5.100.0-1
pyside6 6.4.1-2
python 3.10.8-3
python-appdirs 1.4.4-7
python-attrs 22.1.0-1
python-autocommand 2.2.2-1
python-cachecontrol 1:0.12.11-1
python-cairo 1.23.0-2
python-certifi 2022.09.24-1
python-cffi 1.15.1-1
python-chardet 5.1.0-1
python-colorama 0.4.6-1
python-commonmark 0.9.1-6
python-cryptography 38.0.4-1
python-cssselect 1.2.0-1
python-distlib 0.3.6-1
python-distro 1.8.0-1
python-docopt 0.6.2-11
python-docutils 1:0.19-2
python-future 0.18.2-7
python-gobject 3.42.2-1
python-idna 3.4-1
python-inflect 6.0.2-1
python-jaraco.context 4.2.0-1
python-jaraco.functools 3.5.2-1
python-jaraco.text 3.11.0-1
python-keyutils 0.6-8
python-lxml 4.9.1-1
python-manjaro-sdk 0.8-2
python-more-itertools 9.0.0-1
python-msgpack 1.0.4-1
python-npyscreen 4.10.5-7
python-nspektr 0.4.0-2
python-numpy 1.23.5-1
python-ordered-set 4.1.0-1
python-packaging 21.3-1
python-pep517 0.13.0-1
python-pillow 9.3.0-1
python-pip 22.3.1-1
python-platformdirs 2.5.4-1
python-ply 3.11-10
python-pycparser 2.21-3
python-pycups 2.0.1-5
python-pycurl 7.45.1-2
python-pydantic 1.10.2-1
python-pygments 2.13.0-1
python-pyopenssl 22.1.0-1
python-pyparsing 3.0.9-1
python-pyqt5 5.15.7-3
python-pyqt5-sip 12.11.0-1
python-pysmbc 1.0.23-3
python-reportlab 3.6.12-1
python-requests 2.28.1-1
python-resolvelib 0.9.0-1
python-rich 12.6.0-2
python-setuptools 1:65.6.3-1
python-six 1.16.0-6
python-systemd 235-1
python-tenacity 8.1.0-1
python-tomli 2.0.1-1
python-trove-classifiers 2022.12.1-1
python-typing_extensions 4.4.0-1
python-urllib3 1.26.12-1
python-validate-pyproject 0.10.1-1
python-webencodings 0.5.1-9
python-wheel 0.38.4-1
python-yaml 6.0-1
qca-qt5 2.3.5-2
qpdf 11.2.0-1
qqc2-desktop-style 5.100.0-1
qrencode 4.1.1-1
qt5-base 5.15.7+kde+r176-1
qt5-declarative 5.15.7+kde+r23-1
qt5-graphicaleffects 5.15.7-1
qt5-imageformats 5.15.7+kde+r6-1
qt5-location 5.15.7+kde+r3-1
qt5-multimedia 5.15.7+kde+r1-1
qt5-quickcontrols 5.15.7-1
qt5-quickcontrols2 5.15.7+kde+r6-1
qt5-sensors 5.15.7-1
qt5-speech 5.15.7+kde+r1-1
qt5-svg 5.15.7+kde+r9-1
qt5-tools 5.15.7+kde+r1-2
qt5-translations 5.15.7-1
qt5-virtualkeyboard 5.15.7-1
qt5-wayland 5.15.7+kde+r55-1
qt5-webchannel 5.15.7+kde+r3-1
qt5-webengine 5.15.11-2
qt5-x11extras 5.15.7-1
qt6-base 6.4.1-1
qt6-declarative 6.4.1-1
qt6-translations 6.4.1-1
ragel 6.10-3
raptor 2.0.15-21
rav1e 0.5.1-2
re2 1:20220601-1
readline 8.2.001-1
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.3-1
rpcbind 1.2.6-3
rsync 3.2.7-2
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
ruby 3.0.4-20
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.4-20
ruby-bundler 2.3.25-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.0-6
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-1
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.6.2-2
ruby-logger 1.5.1-3
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.2-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.5-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.4-20
ruby-stringio 3.0.2-4
ruby-test-unit 3.5.5-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.11.0-5
rubygems 3.3.25-1
run-parts 5.5-1
s-nail 14.9.24-2
samba 4.17.3-1
sane 1.1.1-1
sbc 2.0-1
sddm 0.19.0-9
sddm-breath-theme 21.3.0-4
sddm-kcm 5.26.4-1
sdl2 2.26.0-1
sed 4.9-1
semver 7.3.8-1
serd 0.30.16-1
shaderc 2022.1-4
shadow 4.12.3-2
shared-mime-info 2.0+155+gf4e7cbc-1
shiboken6 6.4.1-2
signon-kwallet-extension 22.08.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
skanlite 22.08.3-1
slang 2.3.3-1
smartmontools 7.3-1
smbclient 4.17.3-1
snapd 2.57.6-1
snappy 1.1.9-2
socat 1.7.4.3-2
sof-firmware 2.2.2-1
solid 5.100.0-1
sonnet 5.100.0-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-9
spandsp 0.0.6-3
spectacle 22.08.3-1
spectre-meltdown-checker 0.45+1+gb68ebe6-1
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.1-1
splix 2.0.0-19
sqlite 3.40.0-2
squashfs-tools 4.5.1-2
sratom 0.6.14-1
srt 1.5.1-3
sshfs 3.7.3-1
steam 1.0.0.75-2
stoken 0.92-4
sudo 1.9.12.p1-1
suitesparse 6.0.1-1
svt-av1 1.3.0-1
svt-hevc 1.5.1-2
syndication 5.100.0-1
syntax-highlighting 5.100.0-1
sysfsutils 2.1.1-1
system-config-printer 1.5.18-1
systemd 251.8-1
systemd-fsck-silent 239-1
systemd-kcm 1.2.1-5
systemd-libs 251.8-1
systemd-sysvcompat 251.8-1
systemsettings 5.26.4-1
taglib 1.13-1
talloc 2.3.4-1
tar 1.34-1
tcl 8.6.13-1
tdb 1.4.7-1
terminus-font 4.49.1-2
tevent 1:0.13.0-1
texinfo 7.0-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.100.0-1
timeshift 22.11.1-1
timeshift-autosnap-manjaro 0.10-1
tpm2-tss 3.2.0-3
tracker3 3.4.1-1
tslib 1.22-1
ttf-carlito 20130920-6
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-fira-code 6.2-2
ttf-hack 3.003-3
ttf-inconsolata 1:3.000-3
ttf-indic-otf 0.2-11
ttf-jetbrains-mono 2.242-2
ttf-liberation 2.1.5-1
twolame 0.4.0-2
tzdata 2022g-1
udiskie 2.4.2-1
udisks2 2.9.4-1
unarchiver 1.10.7-7
unzip 6.0-19
upower 1.90.0-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-1
usbutils 015-2
util-linux 2.38.1-1
util-linux-libs 2.38.1-1
v4l-utils 1.22.1-1
v86d 0.1.10-6
vi 1:070224-6
vid.stab 1.1-3
vim 9.0.0910-1
vim-runtime 9.0.0910-1
vlc 3.0.18-1
vmaf 2.3.1-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r506.r204-2
vte-common 0.70.2-1
vte3 0.70.2-1
vulkan-headers 1:1.3.235-1
vulkan-icd-loader 1.3.235-1
vulkan-intel 22.2.4-1
vulkan-radeon 22.2.4-1
vulkan-tools 1.3.226-1
wavpack 5.6.0-1
wayland 1.21.0-2
wayland-protocols 1.31-1
wayland-utils 1.1.0-1
web-installer-url-handler 2.3-1
webkit2gtk-4.1 2.38.2-2
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-5
wildmidi 0.4.4-1
wireless-regdb 2022.08.12-1
woff2 1.0.2-4
wpa_supplicant 2:2.10-7
wpebackend-fdo 1.14.0-1
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xapian-core 1:1.4.21-1
xapp 2.4.2-1
xcb-proto 1.15.2-2
xcb-util 0.4.0-4
xcb-util-cursor 0.1.4-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.15.0-1
xdg-desktop-portal-kde 5.26.4-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+25+g8ae0263-1
xf86-input-elographics 1.4.2-3
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.2.1-1
xf86-input-void 1.4.2-1
xf86-video-amdgpu 22.0.0-1
xf86-video-ati 1:19.1.0.r15.g7a6a34af-1
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-nouveau 1.0.17-2
xfsprogs 6.0.0-1
xkeyboard-config 2.37-1
xl2tpd 1.3.18-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.6-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-setxkbmap 1.3.3-1
xorg-twm 1.0.12-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.3-4
xorg-xhost 1.0.8-3
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xkill 1.0.6-1
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.3-1
xorgproto 2022.2-1
xvidcore 1.3.7-2
xxhash 0.8.1-3
xz 5.2.9-1
yakuake 22.08.3-1
yay 11.3.1-1
zbar 0.23.90-1
zenity 3.43.0-1
zeromq 4.3.4-2
zimg 3.0.4-1
zlib 1:1.2.13-2
zsh 5.9-1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.34.0-3
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.16.1-1
zstd 1.5.2-7
zvbi 0.2.37-1
zxing-cpp 1.4.0-1
